index,sentence,subsentence_detail,score_detail,fiscal_stance,fiscal_analysis,economic_condition,monetary_policy,other_policies,risk,no_topic,fiscal_stance_dum
20120120_1_1,"Fiscal consolidation must continue in many euro area economies, but it should be structured and paced to avoid a collapse in demand and growth","└── continue 0.0 -1 fiscal_stance
    └── structure 0.0 0.0 other_policies//
        ├── pace 0 0.0 //
        └── growth 0 0.0 economic_condition//
","{'polarity': [('consolidation', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_15,"In the United States, there is a risk that political paralysis could lead to an excessively rapid pace of deficit reduction, including an early expiry of the existing stimulus measures such as the payroll tax cut","└── lead 0 0.0 fiscal_analysis
","{'polarity': [('reduction', -1), ('deficit', 1), ('stimulus', 1), ('cut', -1), ('tax', -1)], 'degree': [('rapid', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_9,Automatic stabilizers should be allowed to operate fully,"└── allow 0 0 fiscal_stance
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_16,Such developments would further undermine the already weak recovery.,"└── undermine 0 0.0 economic_condition
","{'polarity': [('undermine', -1)], 'degree': [('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20120120_1_3,"Countries should allow automatic stabilizers operate freely, provided they can secure funding for higher deficits","└── allow 0.0 0 fiscal_stance
    └── operate 0.0 0 fiscal_stance
        └── secure 0 0.0 fiscal_analysis//
","{'polarity': [('deficit', 1), ('higher', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_5,"Overdoing fiscal adjustment in the short run to counter cyclical revenue losses will undercut activity further, diminish popular support for adjustment, and further undermine market confidence","├── diminish 0 0.0 fiscal_analysis//
└── undermine 0 0.0 //
","{'polarity': [('adjustment', -1), ('diminish', -1), ('undermine', -1), ('support', 1), ('adjustment', -1), ('confidence', 1)], 'degree': [('further', 2.0), ('further', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_7,"In other G-20 advanced economies, there remains an urgent priority to set out a credible path for fiscal consolidation over the medium-term","└── remain 0 -1.0 fiscal_stance
","{'polarity': [('advance', 1), ('consolidation', -1)], 'degree': [('priority', 2.0), ('medium-term', 0.5)]}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_4,those facing very low funding costs should consider a slower pace of consolidation,,"{'polarity': [('slower', -1), ('consolidation', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20120120_1_13,"Measures could include entitlement reforms including new health care and pension saving measures, caps on discretionary spending, and tax system reforms to boost fiscal revenue","└── include 2.0 -1 fiscal_stance
    ├── measure 0 0.0 //
    ├── cap 0 1 fiscal_stance//
    ├── reform 0 0.0 fiscal_analysis//
    └── boost 0 1 fiscal_stance//
","{'polarity': [('reform', -1), ('entitlement', -1), ('spending', 1), ('reform', -1), ('tax', -1), ('boost', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_51,"For advanced economies, the simulated fiscal consolidation lowers real GDP relative to the baseline, primarily reflecting lower disposable income and aggregate demand","└── lower 0.0 0.0 fiscal_analysis
    └── reflect 0.0 0.0 other_policies,fiscal_analysis//
        └── demand 0 0.0 other_policies,fiscal_analysis//
","{'polarity': [('lower', -1), ('consolidation', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_76,"On the back of lower potential, public finances would worsen given lower tax revenues and automatic stabilizers, pushing up interest rates with likely adverse feedback effects on growth and confidence","└── worsen 0.0 0.0 fiscal_analysis
    ├── stabilizer 0 0 fiscal_stance//
    └── push 0.0 0.0 fiscal_analysis//
        └── confidence 0 0.0 other_policies,fiscal_analysis//
","{'polarity': [('worsen', -1), ('tax', -1), ('adverse', -1), ('confidence', 1)], 'degree': [('likely', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_33,Minimizing tax distortion is a key principle for the design,"└── minimize 0 -1 fiscal_stance
","{'polarity': [('tax', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_18,"In the “base case,” fiscal deficits and debt levels in advanced economies are projected to remain large, notwithstanding favorable macroeconomic outcomes","└── case 0.0 0.0 fiscal_analysis
    └── project 0 0.0 
","{'polarity': [('deficit', 1), ('favorable', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_25,Key aspects of each component are elaborated below,,"{'polarity': [('below', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_78,"Compared to the upside scenario, much larger fiscal consolidation would be needed to ensure the sustainability of public finances","└── compare 0 -1.0 fiscal_stance,fiscal_analysis
","{'polarity': [('upside', 1), ('consolidation', -1), ('sustainability', -1)], 'degree': [('larger', 2.0)]}",-2.0,-2.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_68,"Against the backdrop of recent market developments, higher sovereign interest rate risk premia are a key risk belonging to the downside scenario","└── rate 0.0 0.0 risk
    └── risk 0 0.0 risk
","{'polarity': [('higher', 1), ('downside', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_49,"Concretely, private expectations in the model align with the authorities’ fiscal consolidation objectives from this point onwards","└── align 0 0.0 fiscal_analysis
","{'polarity': [('consolidation', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_16,These policy “layers” can be motivated as follows,"└── motivate 0.0 0.0 other_policies
    └── follow 0 0.0 other_policies//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_74,These two elements constitute key elements of the downside scenario,"└── constitute 0 0.0 fiscal_analysis
","{'polarity': [('downside', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_66,"Finally, fiscal actions that lower payroll taxes or other non-wage costs (for example, social security contributions) could also strengthen the employment effect in the upside","└── strengthen 0.0 0.0 fiscal_analysis
    └── that 0 0.0 
","{'polarity': [('strengthen', 1), ('tax', -1), ('upside', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_61,This reflects insufficient rebalancing of global demand,"└── reflect 0 0.0 other_policies
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_75,Fiscal consolidation in the event of deteriorating market sentiment and lower potential output would need to be stronger and more front-loaded to try to reassure markets,"└── need 0.0 2.0 fiscal_stance
    ├── output 0 0.0 other_policies,economic_condition//
    └── front-loaded 0 0 fiscal_stance//
","{'polarity': [('consolidation', -1), ('deteriorate', -1)], 'degree': [('stronger', 2.0), ('potential', 0.5)]}",4.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_29,"Accordingly, the assumed fiscal consolidation in the scenario is broadly in line with stabilizing public debt-to-GDP ratios at pre-crisis levels","└── stabilize 0 0.0 fiscal_analysis
","{'polarity': [('stabilize', 1), ('consolidation', -1), ('pre-crisis', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_55,Weaker external demand (relative to the baseline) from advanced partners more than offsets the benefits of lower interest rates globally,"└── demand 0 0.0 other_policies
","{'polarity': [('weaker', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_27,"Major fiscal consolidation is needed in the years ahead in G-20 economies with high public deficits and debt.3 Different economic circumstances and policy needs across advanced economies would determine the timing, magnitude, and composition of consolidation at the individual country level","└── need 0.0 -1 fiscal_stance,fiscal_analysis
    └── .3 0.0 0.0 fiscal_analysis//
        └── need 0.0 0.0 other_policies
            └── determine 0.0 0.0 fiscal_analysis
                ├── magnitude 0 0.0 //
                └── composition 0 0 fiscal_stance//
","{'polarity': [('consolidation', -1), ('deficit', 1), ('consolidation', -1)], 'degree': []}",-2.0,-2.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_58,"Current account deficits would narrow in advanced deficit countries, matched by lower external surpluses in emerging and advanced surplus countries","└── narrow 0.0 0.0 other_policies
    └── advance 0 0.0 other_policies//
","{'polarity': [('narrow', -1), ('deficit', 1), ('advance', 1), ('advance', 1), ('deficit', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_7,Fund staff assessment of macroeconomic and policy frameworks submitted by G-20 members identified several economic and policy issues and key risks,"└── identify 0.0 0.0 fiscal_analysis
    ├── issue 0 0.0 other_policies//
    └── risk 0 0.0 risk//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_45,"Then, the growth-enhancing effects (for example, through lower interest rates) of the fiscal package would be realized sooner","└── realize 0 0.0 fiscal_analysis
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_32,The design of fiscal consolidation plans should be “growth friendly” to the extent possible in terms of its composition,"└── friendly 0 0.5 fiscal_stance
","{'polarity': [('consolidation', -1)], 'degree': [('possible', 0.5)]}",1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_14,The set of policy options that could strengthen G-20 outcomes would require collaborative action across the membership,"└── require 0.0 0.0 other_policies
    └── strengthen 0 0.0 fiscal_analysis
","{'polarity': [('strengthen', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_54,"For emerging Asia and ROW, however, real GDP remains lower relative to the baseline over the projection horizon, given their high export dependence","└── emerge 0.0 0.0 other_policies,fiscal_analysis//
    └── row 0 0.0 //
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_59,"The euro area current account would be broadly unchanged, but imbalances within the area would narrow","└── area 0.0 0 fiscal_stance,other_policies
    └── unchanged 0.0 0.0 other_policies
        └── narrow 0 0.0 other_policies//
","{'polarity': [('narrow', -1), ('imbalance', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_88,"Specifically, a reduction in labor and capital income taxes by 4.5 percent of GDP (approximately 6 percentage points cuts in the effective tax rates, each) is more than offset by a 5 percent of GDP increase in consumption tax revenue (i.e., an increase of consumption tax rate by 8 percentage points)","└── offset 0 0.0 fiscal_analysis
","{'polarity': [('offset', -1), ('reduction', -1), ('tax', -1), ('cut', -1), ('tax', -1), ('increase', 1), ('tax', -1), ('increase', 1), ('tax', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_13,"Finally, it was assessed that stronger efforts to repair and reform the financial system was needed to support G-20 growth objectives, while safeguarding financial stability","└── need 0.0 2.0 fiscal_stance,other_policies
    ├── reform 0 0.0 other_policies//
    └── safeguard 0 0.0 other_policies//
","{'polarity': [('support', 1), ('reform', -1)], 'degree': [('stronger', 2.0)]}",4.0,0.0,0.0,0.0,4.0,0.0,0,1.0
20100627_1_37,"For example, a shift from payroll taxes to consumption tax (or VAT depending on country circumstances) facilitates fiscal consolidation by increasing employment and potential output","└── facilitate 0.0 0.0 fiscal_analysis
    ├── vat 0 0.0 //
    └── output 0 0.0 other_policies,economic_condition//
","{'polarity': [('tax', -1), ('tax', -1), ('consolidation', -1), ('increase', 1)], 'degree': [('potential', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_40,"Finally, credibility is a critical element for successful fiscal adjustment","└── element 0 0.0 fiscal_analysis
","{'polarity': [('adjustment', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_63,"Owing to large and credible fiscal consolidation, sovereign risk premia and long-term interest rates decline","└── decline -1 0.0 risk
    └── owe 0 -1 fiscal_stance//
","{'polarity': [('decline', -1), ('consolidation', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0
20100627_1_50,"The scenario shows that fiscal consolidation alone—while supportive of growth in the medium term—in advanced G-20 economies would dampen growth in the short run, including for G-20 partner countries (Figure 1)","└── show 0.0 0.0 fiscal_analysis
    └── dampen 0.0 0.0 fiscal_analysis
        └── country 0 0.0 fiscal_analysis//
","{'polarity': [('consolidation', -1), ('supportive', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_10,"Moreover, even assuming that the “base case” scenario materialized, the analysis identified some key weaknesses","└── identify 0.0 0.0 fiscal_analysis
    └── assume 0.0 0.0 fiscal_analysis//
        └── materialize 0 0.0 fiscal_analysis
","{'polarity': [('weakness', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_67,Risks surrounding fiscal sustainability and heightened market concerns have moved front and center,"└── move 0.0 0.0 fiscal_analysis
    └── center 0 0.0 fiscal_analysis//
","{'polarity': [('sustainability', -1), ('concern', -1), ('heighten', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_34,"Within this realm, there are many possible options and an indicative set of policies considered here is as follows","└── be 0.0 0.0 other_policies
    └── be 0.0 0.0 other_policies
        └── follow 0 0.0 other_policies//
","{'polarity': [], 'degree': [('possible', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_47,For the upside scenario: Fiscal policies are assumed to steadily gain credibility over time,"└── assume 0 0.0 fiscal_analysis
","{'polarity': [('upside', 1)], 'degree': [('steadily', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_30,"Total fiscal adjustment in the upside (including what is already in the baseline from G-20 policy frameworks) amounts to approximately 9½ and 6 percent of GDP in advanced deficit and advanced surplus economies, respectively","└── amount 0.0 0.0 fiscal_analysis
    └── advance 0 0.0 other_policies//
","{'polarity': [('adjustment', -1), ('advance', 1), ('upside', 1), ('deficit', 1), ('advance', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_42,"With less-than-full credibility of fiscal plans, private expectations anticipate some reversal or slippage in consolidation","└── anticipate 0.0 0.0 fiscal_analysis
    └── slippage 0 0.0 other_policies//
","{'polarity': [('consolidation', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_31,"The first layer of the upside scenario considers the following additional (stylized) budgetary actions (see Box 2): For advanced deficit countries (represented by the United States in the model) as well as some advanced surplus countries (represented by Japan in the model) an additional fiscal deficit reduction of 3 percentage points is phased in over 5 years, reflecting lower government consumption by 1 percent of GDP, lower general government transfers by 1½ percent of GDP, and higher tax revenues by ½ percentage point of GDP.4  To mitigate the dampening effect on demand, the composition of fiscal adjustment would be important","└── consider 0.0 0.0 fiscal_analysis
    ├── phase 0 0.0 fiscal_analysis//
    └── important 0 0.0 fiscal_analysis//
","{'polarity': [('upside', 1), ('deficit', 1), ('reduction', -1), ('deficit', 1), ('higher', 1), ('tax', -1), ('mitigate', -1), ('adjustment', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_82,"In particular: (i) sufficient scale; (ii) growthfriendly composition; and, (iii) strengthened credibility of fiscal plans, along the following lines",,"{'polarity': [('strengthen', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_35,"Recognizing that the effect of fiscal consolidation will partly depend on the composition of expenditure and tax instruments, the model examines the impact of: (i) lower taxes on capital and labor; (ii) higher taxes on consumption; and (iii) entitlement reform (through lower transfers) and some cuts in government consumption","└── examine 0.0 0.0 fiscal_analysis
    ├── recognize 0.0 0.0 //
    │   └── depend 0 0.0 fiscal_analysis
    ├── labor 0 0.0 other_policies//
    ├── reform 0 0.0 other_policies//
    └── cut 0 0.0 fiscal_analysis//
","{'polarity': [('consolidation', -1), ('tax', -1), ('tax', -1), ('tax', -1), ('higher', 1), ('reform', -1), ('entitlement', -1), ('cut', -1)], 'degree': [('partly', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_48,"Where applicable, additional consolidation starting in 2011 is assumed relative to the plans in G-20 policy frameworks; all measures are phased in gradually over 5 years, with policies gaining full credibility by the third year of the consolidation plan (i.e., in 2013)","└── assume 0.0 0.0 fiscal_analysis
    ├── applicable 0 0.0 fiscal_analysis//
    └── phase 0.0 0.0 fiscal_analysis//
        └── gradually 0 0.0 //
","{'polarity': [('consolidation', -1), ('consolidation', -1)], 'degree': [('gradually', 0.5)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_11,"In particular, fiscal consolidation was assessed to be insufficient to decisively address sustainability issues in a number of advanced economies","└── assess 0.0 0.0 fiscal_analysis
    └── particular 0 0.0 fiscal_analysis//
","{'polarity': [('consolidation', -1), ('sustainability', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_83,The scale and composition of the package should take into account country-specific circumstances,"└── take 0 0 fiscal_stance
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_99,"First, lower deficits increase saving and thus, reduce real interest rates over time","└── increase 0.0 0.0 fiscal_analysis
    └── save 0.0 0.0 
        └── reduce 0 0.0 fiscal_analysis//
","{'polarity': [('increase', 1), ('deficit', 1), ('reduce', -1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_23,"FISCAL CONSOLIDATION TO RESTORE SUSTAINABILITY IN ADVANCED ECONOMIES In the upside scenario, fiscal adjustment is underpinned, to the extent possible, by sound and “growth-friendly” policies, underscoring the role of credibility","└── consolidation 1.0 0.0 fiscal_analysis
    ├── underpin 0 0.0 fiscal_analysis//
    └── policy 0 1 fiscal_stance//
","{'polarity': [('consolidation', -1), ('sustainability', -1), ('upside', 1), ('adjustment', -1), ('growth-friendly', 1)], 'degree': [('possible', 0.5)]}",0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_92,"Under partial credibility, markets anticipate some reversal or slippage in consolidation and thus, investment and employment responses over the near term would be weaker than otherwise","└── anticipate 0.0 0.0 fiscal_analysis
    ├── slippage 0 0.0 other_policies//
    └── weaker 0.0 0.0 other_policies//
        └── otherwise 0 0.0 fiscal_analysis//
","{'polarity': [('consolidation', -1), ('weaker', -1), ('investment', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_12,"Also, rebalancing of global demand was viewed as not being strong enough to sustain high global growth and achieve low unemployment","└── view 0.0 0.0 other_policies
    └── strong 0.0 0.0 other_policies//
        └── achieve 0 0.0 //
","{'polarity': [('strong', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_3,"Monetary policy accommodation could be maintained for a more extended period to help support activity, since inflation would remain contained as fiscal balances are strengthened","└── maintain 1.0 0.0 monetary_policy
    └── remain 1 0.0 //
        └── strengthen 0 1 fiscal_stance//
","{'polarity': [('accommodation', 1), ('support', 1), ('contain', -1), ('strengthen', 1)], 'degree': []}",0.0,0.0,0.0,1.0,0.0,0.0,0,0.0
20100627_1_93,"However, if economic agents have full credibility in fiscal plans, then, the growth-enhancing effects (for example, through lower interest rates) of the fiscal package would be realized sooner","└── realize 0.0 0.0 fiscal_analysis
    └── have 0 0.0 fiscal_analysis//
","{'polarity': [], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_84,The timing and magnitude of consolidation should be tied to country circumstances,"└── tie 0 -1 fiscal_stance
","{'polarity': [('consolidation', -1)], 'degree': []}",-2.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_36,"Specifically: A shift from payroll to consumption taxes facilitates fiscal consolidation, while increasing medium-term potential output.5 While tax increases may be unavoidable, this should be done in the least distortionary manner possible","└── facilitate 0.0 0.5 fiscal_stance,fiscal_analysis
    └── increase 0.0 0.0 other_policies,fiscal_analysis//
        └── unavoidable 0 0.0 fiscal_analysis//
","{'polarity': [('tax', -1), ('consolidation', -1), ('increase', 1), ('increase', 1), ('tax', -1)], 'degree': [('medium-term', 0.5), ('potential', 0.5), ('possible', 0.5)]}",1.0,1.0,0.0,0.0,0.0,0.0,0,1.0
20100627_1_80,"This box discusses a stylized package of fiscal policies designed to achieve fiscal consolidation, while supporting growth over the medium term","└── discuss 0.0 0.0 fiscal_analysis
    └── support 0 0.0 other_policies,economic_condition//
","{'polarity': [('consolidation', -1), ('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_100,"Second, with the supply of labor and capital relatively elastic over the longer term, while consumption demand is relatively inelastic, a shift of the tax burden towards consumption reduces distortions, and, therefore boosts output.","└── second 0.0 0.0 fiscal_analysis
    └── reduce 0.0 0.0 fiscal_analysis
        ├── capital 0 0.0 other_policies//
        ├── inelastic 0 0.0 fiscal_analysis//
        └── boost 0 0.0 other_policies//
","{'polarity': [('reduce', -1), ('tax', -1), ('boost', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_96,The motivation behind the above fiscal package is to support growth over the medium term,"└── be 0 0.0 fiscal_analysis
","{'polarity': [('support', 1)], 'degree': []}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20100627_1_77,"In such an environment, effectiveness of fiscal adjustment would likely be significantly reduced","└── reduce 0 0.0 fiscal_analysis
","{'polarity': [('reduce', -1), ('adjustment', -1)], 'degree': [('likely', 0.5), ('significantly', 2.0)]}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
